gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
Y_RNA	ENSG00000199263	112	0	0	0	1
RPL35AP33	ENSG00000241334	334	0	0	0	0
RNU4-36P	ENSG00000201164	144	0	0	0	0
	ENSG00000260228	5033	0	0	0	0
MLYCD	ENSG00000103150	16792	30	10	24	45
	ENSG00000260932	563	0	0	0	0
OSGIN1	ENSG00000140961	5558	1	0	0	3
RNA5SP432	ENSG00000199350	116	0	0	0	0
	ENSG00000285792	2184	0	0	0	0
	ENSG00000274677	612	4	0	2	6
MBTPS1-DT	ENSG00000260018	521	15	11	9	22
	ENSG00000260410	1015	0	0	1	0
HSDL1	ENSG00000103160	4512	711	971	681	848
DNAAF1	ENSG00000154099	7783	9	0	11	8
ADAD2	ENSG00000140955	4111	0	0	0	0
	ENSG00000250685	2870	0	0	0	0
SLC38A8	ENSG00000166558	1991	0	0	0	0
ITGAM	ENSG00000169896	5688	1	0	0	4
ITGAX	ENSG00000140678	7076	0	0	0	0
	ENSG00000261245	333	0	0	0	0
ITGAD	ENSG00000156886	4388	0	0	1	0
	ENSG00000260757	1767	0	7	2	2
COX6A2	ENSG00000156885	473	0	0	0	0
	ENSG00000277543	467	0	0	0	0
ZNF843	ENSG00000176723	4568	3	0	1	5
	ENSG00000261474	449	28	28	30	23
	ENSG00000260267	3026	78	9	64	52
ARMC5	ENSG00000140691	5545	354	18	337	411
	ENSG00000280132	1905	30	8	35	42
TGFB1I1	ENSG00000140682	5403	360	62	424	429
SLC5A2	ENSG00000140675	4468	7	0	6	4
RUSF1	ENSG00000140688	3608	712	78	772	853
	ENSG00000260740	578	0	0	0	0
	ENSG00000260625	966	4	0	3	7
AHSP	ENSG00000169877	526	0	0	0	0
LINC02190	ENSG00000261475	1664	0	0	0	0
	ENSG00000261648	540	0	0	0	0
VN1R64P	ENSG00000213547	933	0	0	0	0
VN1R65P	ENSG00000260883	808	0	0	0	0
FRG2KP	ENSG00000261741	1205	0	0	0	0
	ENSG00000278885	641	0	0	0	0
YBX3P1	ENSG00000261614	1090	0	0	0	0
ZNF720P1	ENSG00000260010	1939	0	0	0	0
VN1R66P	ENSG00000237185	916	0	0	0	0
CDIPT	ENSG00000103502	3003	1384	371	1245	1711
	ENSG00000278713	658	0	0	0	0
CDIPTOSP	ENSG00000214725	900	2	0	4	6
ASPHD1	ENSG00000174939	2312	875	65	948	1263
KCTD13	ENSG00000174943	6458	343	107	330	393
	ENSG00000279789	2194	28	16	14	27
KCTD13-DT	ENSG00000247735	1762	59	24	55	60
ALDOA	ENSG00000149925	3829	201	86	202	321
MRPS34	ENSG00000074071	1092	2109	352	1967	2663
SPSB3	ENSG00000162032	3099	11	0	12	22
NUBP2	ENSG00000095906	4947	2412	131	2380	3160
IGFALS	ENSG00000099769	2332	2	0	0	2
HAGH	ENSG00000063854	5839	1385	396	1682	1756
	ENSG00000260541	220	0	0	4	6
LINC00254	ENSG00000281219	713	0	0	0	0
LINC02124	ENSG00000259947	484	0	0	0	0
HS3ST6	ENSG00000162040	1236	0	0	3	0
	ENSG00000279569	4170	17	0	4	14
VAC14	ENSG00000103043	8275	865	254	792	1043
	ENSG00000279412	2904	3	0	3	1
	ENSG00000260156	551	0	0	0	0
VAC14-AS1	ENSG00000214353	9145	6	0	1	3
	ENSG00000279815	430	0	0	0	0
	ENSG00000279122	1255	0	0	0	0
	ENSG00000279123	713	0	0	0	1
RNU6ATAC25P	ENSG00000221725	117	0	0	0	0
	ENSG00000259833	666	0	0	0	0
	ENSG00000259798	483	1	0	0	0
TEKT5	ENSG00000153060	1760	1	0	0	1
	ENSG00000263279	483	0	0	2	0
MTCYBP33	ENSG00000263241	1130	0	0	0	0
MTND6P33	ENSG00000262107	183	0	0	0	0
MTND5P33	ENSG00000261904	1450	0	0	0	0
MTND4P34	ENSG00000262322	1371	0	0	0	0
MTND4LP24	ENSG00000262259	291	0	0	0	0
MTND3P13	ENSG00000263196	343	0	0	0	0
MTCO3P24	ENSG00000262158	782	0	0	0	0
MTATP6P24	ENSG00000262381	677	0	0	0	0
NUBP1	ENSG00000103274	1955	240	179	217	272
TVP23A	ENSG00000166676	5772	13	0	4	21
	ENSG00000262488	1161	0	0	0	0
	ENSG00000262151	742	0	0	0	0
DEXI	ENSG00000182108	6692	199	206	197	254
	ENSG00000280153	2378	0	0	0	0
COG7	ENSG00000168434	4352	463	316	411	441
RN7SKP23	ENSG00000280039	4301	2	16	7	2
SNORA75	ENSG00000212593	81	0	0	0	0
	ENSG00000259782	837	0	0	0	1
	ENSG00000260136	1007	14	25	6	11
GGA2	ENSG00000103365	8231	5564	2342	4439	6183
CCNYL7	ENSG00000261528	726	2	0	1	1
EARS2	ENSG00000103356	6990	1690	725	1616	1993
SUB1P4	ENSG00000260247	339	0	0	0	2
UBFD1	ENSG00000103353	8260	5915	2949	5011	6144
	ENSG00000260751	1024	47	4	35	41
NDUFAB1	ENSG00000004779	1548	2094	2847	1868	2427
PALB2	ENSG00000083093	4747	1088	1321	978	1119
	ENSG00000261723	627	2	0	2	0
DCTN5	ENSG00000166847	12683	3913	2048	3443	4202
	ENSG00000260482	3315	0	0	0	0
PLK1	ENSG00000166851	4760	5920	1627	4871	6700
	ENSG00000261266	641	3	6	3	1
	ENSG00000278912	650	0	0	0	0
JPT2	ENSG00000206053	4768	6462	4171	5939	7283
	ENSG00000278987	2182	20	32	22	36
	ENSG00000275092	722	21	27	6	14
MIR3177	ENSG00000265820	82	3	0	0	3
	ENSG00000261207	565	0	3	0	1
	ENSG00000243445	420	1	0	1	3
ABCA17P	ENSG00000238098	6574	42	9	51	42
CCNF	ENSG00000162063	6309	3282	996	2933	3778
	ENSG00000285970	963	4	5	4	2
MIR6767	ENSG00000283180	66	1	0	1	1
	ENSG00000260095	397	17	30	22	32
	ENSG00000260874	879	16	0	18	20
TEDC2	ENSG00000162062	2848	1083	72	959	1326
MIR6768	ENSG00000274805	72	4	0	3	6
TEDC2-AS1	ENSG00000259895	3264	58	3	41	53
NTN3	ENSG00000162068	2188	269	0	335	386
	ENSG00000260293	5616	952	403	958	1172
	ENSG00000260272	1944	0	0	0	0
ATP6V0C	ENSG00000185883	1416	167	0	148	232
	ENSG00000259784	596	0	0	0	0
	ENSG00000279520	1342	31	0	11	22
CEMP1	ENSG00000205923	1383	0	0	0	0
MIR3178	ENSG00000266232	84	0	0	0	0
PDPK1	ENSG00000140992	10911	1566	1280	1487	1622
	ENSG00000261613	2001	2	0	1	1
	ENSG00000261288	572	0	0	0	0
	ENSG00000269937	3626	3	1	5	8
	ENSG00000261140	459	3	1	1	0
	ENSG00000260436	287	0	0	0	0
	ENSG00000279568	1746	7	0	3	3
	ENSG00000280402	1569	2	0	0	1
	ENSG00000279162	2050	3	0	1	3
	ENSG00000261093	1838	0	0	0	0
	ENSG00000215154	2751	168	14	195	180
PDPK2P	ENSG00000205918	4426	231	4	223	216
	ENSG00000279057	1573	3	0	3	2
	ENSG00000260176	572	61	41	56	50
TBC1D24	ENSG00000162065	12213	1429	1103	1327	1649
MARF1	ENSG00000166783	10906	2313	2782	2433	2719
	ENSG00000257769	530	1	0	2	0
MIR6506	ENSG00000284184	66	0	0	0	0
MIR484	ENSG00000283736	79	0	0	0	0
	ENSG00000262380	503	3	0	0	0
	ENSG00000280206	882	405	611	338	399
	ENSG00000263335	836	0	0	0	0
	ENSG00000263065	550	0	0	0	0
	ENSG00000280429	1743	0	0	0	0
NDE1	ENSG00000072864	8217	1450	616	1273	1721
	ENSG00000279255	1418	1	0	1	1
	ENSG00000259840	446	1	0	1	2
METRN	ENSG00000103260	3689	312	0	251	412
ANTKMT	ENSG00000103254	1912	413	0	431	620
CIAO3	ENSG00000103245	8094	612	91	607	831
MSLN	ENSG00000102854	2588	0	0	0	0
	ENSG00000279136	325	0	0	0	0
MSLNL	ENSG00000162006	2356	0	0	0	0
MIR662	ENSG00000207579	95	0	0	0	0
SPG7	ENSG00000197912	35761	1512	459	1312	1709
	ENSG00000261118	1045	4	0	4	6
SNORD68	ENSG00000200084	84	0	0	0	0
CPNE7	ENSG00000178773	3058	0	0	0	0
	ENSG00000275734	3077	32	0	27	41
CDK10	ENSG00000185324	6779	822	61	755	1080
LINC02166	ENSG00000260259	721	23	0	4	23
SPATA2L	ENSG00000158792	2468	74	1	77	113
VPS9D1	ENSG00000075399	3340	185	39	150	191
VPS9D1-AS1	ENSG00000261373	1753	193	40	202	204
CHMP1A	ENSG00000131165	7228	1320	138	1073	1470
CTF1	ENSG00000150281	1644	22	15	24	26
PDZD9	ENSG00000155714	1337	2	0	0	1
USP10	ENSG00000103194	5075	2603	2776	2488	3050
ATP2C2	ENSG00000064270	7352	0	0	3	2
ZC3H18	ENSG00000158545	8624	2355	786	2081	2781
C16ORF46	ENSG00000166455	2376	0	0	0	3
ZNF200	ENSG00000010539	7498	785	877	643	816
LUC7L	ENSG00000007392	6176	3329	2424	2631	3765
ZNF75A	ENSG00000162086	8063	888	947	708	799
MEFV	ENSG00000103313	4826	1	0	0	2
XPO6	ENSG00000169180	7113	7386	3307	6253	8155
ZNF205	ENSG00000122386	2330	407	59	459	511
LDHD	ENSG00000166816	2368	0	0	0	0
FLYWCH1	ENSG00000059122	8425	1069	34	995	1290
BRD7	ENSG00000166164	8546	3385	3990	3078	3557
CLEC18C	ENSG00000157335	4926	0	0	0	0
RPL13	ENSG00000167526	3866	14858	3512	17869	21213
NKD1	ENSG00000140807	17359	542	240	587	573
	ENSG00000260029	1146	0	0	0	0
	ENSG00000278909	3365	1	0	0	0
	ENSG00000205414	2469	0	0	2	0
	ENSG00000260249	6583	0	0	3	9
	ENSG00000270120	746	0	0	3	0
MIR3181	ENSG00000264947	73	0	0	0	1
	ENSG00000260616	814	3	0	0	0
LINC02168	ENSG00000261703	352	0	0	0	0
	ENSG00000260042	981	0	0	0	0
RNA5SP426	ENSG00000199771	121	0	0	0	0
HMGB3P32	ENSG00000260828	561	0	0	0	0
ADGRG1	ENSG00000205336	9011	1330	638	1743	1826
	ENSG00000261633	556	0	0	0	0
ADGRG3	ENSG00000182885	3240	1	0	3	0
	ENSG00000260467	804	0	0	0	0
DRC7	ENSG00000159625	5151	5	0	11	13
	ENSG00000260438	811	0	0	0	0
KATNB1	ENSG00000140854	4576	2843	383	3333	3814
	ENSG00000276166	667	5	0	1	1
MIR6772	ENSG00000274816	64	0	0	0	0
	ENSG00000187185	2114	0	0	0	0
RNU6-20P	ENSG00000206833	107	0	0	0	0
CYLD	ENSG00000083799	12952	526	695	607	538
	ENSG00000259962	395	0	0	0	0
	ENSG00000262714	2142	0	0	0	0
	ENSG00000279741	678	0	0	0	0
	ENSG00000280027	1385	1	0	0	1
RNU6-1153P	ENSG00000252569	105	3	0	0	0
	ENSG00000259926	706	0	0	1	0
	ENSG00000279344	2594	0	10	2	3
	ENSG00000279722	2337	13	10	17	18
AKTIP	ENSG00000166971	5195	403	545	428	428
	ENSG00000287909	1026	0	0	0	0
	ENSG00000275191	561	3	28	1	2
	ENSG00000261630	547	0	0	0	1
	ENSG00000280392	3443	0	0	0	0
	ENSG00000260194	739	0	0	0	0
SPIRE2	ENSG00000204991	7999	495	142	424	522
TCF25	ENSG00000141002	7967	1230	439	1151	1512
	ENSG00000267048	559	3	0	4	8
MC1R	ENSG00000258839	4759	33	4	26	41
	ENSG00000198211	2776	0	0	0	0
	ENSG00000259006	985	0	0	4	5
GAS8	ENSG00000141013	5615	166	80	171	222
GAS8-AS1	ENSG00000221819	994	2	0	6	3
URAHP	ENSG00000222019	2340	5	12	2	12
TUBB8P7	ENSG00000261812	2466	0	9	0	0
	ENSG00000260507	416	0	0	0	0
	ENSG00000261172	952	30	0	17	21
RNU6-355P	ENSG00000222359	104	0	0	0	0
CICP25	ENSG00000277349	1804	0	0	0	0
DBNDD1	ENSG00000003249	4462	1014	194	965	1397
HEATR3-AS1	ENSG00000259843	498	0	0	0	0
	ENSG00000261835	934	0	0	0	0
METAZOA_SRP	ENSG00000273829	288	0	0	0	0
ACTG1P16	ENSG00000260298	1082	0	0	0	0
	ENSG00000279356	2125	6	0	0	11
RNY4P3	ENSG00000202124	95	0	0	0	0
	ENSG00000260381	666	0	0	0	0
	ENSG00000287444	1104	0	0	0	0
RPL10P14	ENSG00000260031	298	2	0	0	0
SNORA70	ENSG00000252526	90	0	0	0	0
MIR138-2	ENSG00000207649	84	0	0	0	0
SLC12A3	ENSG00000070915	6180	2	0	0	1
MIR6863	ENSG00000283471	90	0	0	0	0
RPS24P17	ENSG00000243988	423	1	0	1	1
HERPUD1	ENSG00000051108	5062	1777	1283	2877	2228
	ENSG00000261270	601	18	6	20	20
	ENSG00000261114	699	17	16	22	16
CETP	ENSG00000087237	3391	0	0	0	1
	ENSG00000259922	1030	0	0	0	0
	ENSG00000260145	672	0	0	0	0
CPNE2-DT	ENSG00000260148	472	1	0	0	0
CPNE2	ENSG00000140848	7737	916	283	925	1084
	ENSG00000279019	3691	11	8	9	17
	ENSG00000279803	2285	0	0	1	4
PSME3IP1	ENSG00000172775	4347	2856	2482	2727	3322
	ENSG00000285979	3524	125	109	91	117
ARL2BP	ENSG00000102931	1994	109	3	135	157
	ENSG00000276663	565	0	3	2	8
	ENSG00000260038	358	9	20	1	5
PLLP	ENSG00000102934	8705	76	30	68	83
RPL23AP91	ENSG00000260965	455	0	0	0	0
	ENSG00000271456	221	0	0	0	0
COG4	ENSG00000103051	4781	1407	540	1399	1666
PHAF1	ENSG00000125149	5987	882	439	765	1013
B3GNT9	ENSG00000237172	2702	175	11	152	171
TRADD	ENSG00000102871	2173	107	12	105	183
FBXL8	ENSG00000135722	3129	58	19	76	126
	ENSG00000265690	2009	29	0	27	30
NOL3	ENSG00000140939	2992	711	180	666	898
KIAA0895L	ENSG00000196123	4783	1577	341	1413	1931
EXOC3L1	ENSG00000179044	3045	86	15	76	112
E2F4	ENSG00000205250	3596	2852	775	2308	3249
ELMO3	ENSG00000102890	2575	137	35	101	141
MIR328	ENSG00000207948	75	0	0	0	0
	ENSG00000280163	1675	2	0	0	2
TMEM208	ENSG00000168701	1787	640	110	657	804
FHOD1	ENSG00000135723	5230	1200	470	923	1541
SLC9A5	ENSG00000135740	5420	403	50	363	452
	ENSG00000262691	2677	59	49	61	67
KCTD19	ENSG00000168676	7380	25	1	45	24
RN7SKP118	ENSG00000201201	330	0	0	0	1
LRRC36	ENSG00000159708	4018	0	0	0	0
TPPP3	ENSG00000159713	2601	76	18	105	95
RNU1-123P	ENSG00000239194	160	0	0	0	0
ZDHHC1	ENSG00000159714	3531	103	5	140	139
HSD11B2	ENSG00000176387	2670	161	64	280	312
	ENSG00000261320	475	4	0	2	6
AGRP	ENSG00000159723	498	1	0	1	4
RPL17P40	ENSG00000241067	413	0	0	0	1
	ENSG00000262332	542	0	0	0	2
	ENSG00000263029	370	0	0	0	0
	ENSG00000262848	567	0	0	0	0
MIR3179-2	ENSG00000257381	84	0	0	0	0
MIR3670-2	ENSG00000264722	65	0	0	0	0
	ENSG00000257366	1459	0	0	0	0
MIR3180-2	ENSG00000265373	88	0	0	0	0
PKD1P1	ENSG00000244257	6805	7	0	6	1
Y_RNA	ENSG00000206706	100	0	0	1	0
	ENSG00000183889	7897	15	1	21	28
MIR6511A2	ENSG00000278221	67	0	0	0	0
MIR6770-2	ENSG00000277698	60	0	0	0	0
	ENSG00000277920	109	0	0	0	0
PKD1P2	ENSG00000227827	9932	77	20	94	123
MIR6511A3	ENSG00000276311	67	0	0	0	0
	ENSG00000265113	428	0	0	0	2
	ENSG00000260914	1284	0	0	0	0
VPS4A	ENSG00000132612	5676	1775	307	1670	2021
COG8	ENSG00000213380	7851	617	110	585	670
PDF	ENSG00000258429	2859	262	0	253	312
	ENSG00000272617	887	0	0	0	0
	ENSG00000260371	564	0	0	0	0
	ENSG00000259900	747	0	0	0	0
NIP7	ENSG00000132603	4744	2048	1782	1755	2175
TMED6	ENSG00000157315	1386	33	10	23	31
TERF2	ENSG00000132604	5634	1642	1443	1683	2099
	ENSG00000261527	722	1	0	0	4
	ENSG00000260108	2421	0	0	0	0
MIR1538	ENSG00000223109	61	0	0	0	0
	ENSG00000274093	431	1	0	2	0
ACSF3	ENSG00000176715	14575	345	101	325	390
	ENSG00000261546	2105	0	0	0	0
LINC00304	ENSG00000180422	3961	12	0	4	6
LINC02138	ENSG00000205015	1326	0	0	0	0
CDH15	ENSG00000129910	4647	104	8	110	119
	ENSG00000259877	2443	68	15	85	81
	ENSG00000260659	403	0	0	0	0
	ENSG00000268218	3660	23	0	24	17
	ENSG00000260279	1872	36	48	46	33
	ENSG00000261253	1360	0	0	1	0
ZNF778	ENSG00000170100	11343	615	345	565	552
NOMO3	ENSG00000103226	12002	220	176	236	246
	ENSG00000273551	531	1	0	9	7
CACNA1H	ENSG00000196557	8620	5464	608	5751	6956
	ENSG00000260403	542	2	0	1	0
	ENSG00000259910	476	1	0	1	0
	ENSG00000261294	338	0	0	0	0
	ENSG00000277010	505	3	0	8	9
TPSB2	ENSG00000197253	1738	2	0	6	4
TPSAB1	ENSG00000172236	1583	1	0	0	0
TPSD1	ENSG00000095917	1583	0	0	0	0
	ENSG00000260182	249	0	0	0	0
PRSS29P	ENSG00000196364	1966	0	0	0	0
	ENSG00000261564	330	0	0	0	0
	ENSG00000260991	299	0	0	0	0
TPSP2	ENSG00000260284	610	0	0	0	0
	ENSG00000274751	3867	7	0	5	14
	ENSG00000261505	4489	7	0	4	13
RPS20P2	ENSG00000219274	389	11	24	19	29
UBE2I	ENSG00000103275	12097	4613	4339	4494	6156
BAIAP3	ENSG00000007516	6109	20	2	27	29
TSR3	ENSG00000007520	1210	1035	88	1040	1415
	ENSG00000260425	435	11	0	5	13
CEP20	ENSG00000133393	2392	1635	2449	1439	1760
RNU6-213P	ENSG00000206778	104	0	0	0	1
	ENSG00000262171	536	7	0	2	2
RPL15P20	ENSG00000215003	598	0	0	0	0
ZNF48	ENSG00000180035	3726	1284	301	1197	1642
	ENSG00000280137	348	0	0	0	0
ZNF771	ENSG00000179965	5527	543	88	386	593
SNORA80C	ENSG00000199787	135	3	1	5	4
SEPHS2	ENSG00000179918	2244	1800	928	1810	2342
Y_RNA	ENSG00000202476	101	0	0	0	0
Y_RNA	ENSG00000222701	117	0	0	0	0
	ENSG00000261346	699	0	0	0	0
	ENSG00000260487	528	0	0	0	0
RNU7-61P	ENSG00000251706	61	0	0	0	0
	ENSG00000261332	577	0	0	0	0
MIR4518	ENSG00000266305	83	0	0	0	0
ZNF768	ENSG00000169957	2369	2148	304	2118	2695
	ENSG00000261459	1515	0	0	0	0
	ENSG00000278922	1377	117	8	145	148
	ENSG00000235560	1832	143	133	151	169
	ENSG00000260494	723	3	0	7	1
ZNF764	ENSG00000169951	2989	685	182	657	839
	ENSG00000239791	2129	11	0	0	8
ZNF785	ENSG00000197162	4950	523	260	510	572
	ENSG00000260167	482	20	0	6	23
	ENSG00000261588	259	4	8	3	4
ZNF689	ENSG00000156853	4162	942	214	801	1056
	ENSG00000260678	424	0	0	0	0
	ENSG00000261680	430	0	0	0	0
	ENSG00000260113	203	0	0	0	0
PRR14	ENSG00000156858	3764	844	139	843	996
FBRS	ENSG00000156860	7214	2081	274	2047	2655
RNU6-416P	ENSG00000252074	103	0	0	0	0
RNU6-1043P	ENSG00000222287	99	0	0	0	0
ITGAL	ENSG00000005844	9864	0	0	0	1
	ENSG00000260545	415	3	0	3	2
	ENSG00000260927	4793	21	16	8	4
CSNK2A2	ENSG00000070770	10363	1560	1630	1441	1871
	ENSG00000260867	330	1	0	2	0
RN7SL645P	ENSG00000240863	269	0	0	0	0
PRSS54	ENSG00000103023	2112	0	0	2	0
DCTPP1	ENSG00000179958	1564	2606	982	2339	3252
NPIPA7	ENSG00000214967	1401	1	0	0	1
	ENSG00000261181	258	0	0	0	0
	ENSG00000261362	631	0	0	0	0
ABCC1	ENSG00000103222	8736	5337	1361	5390	6195
CBLN1	ENSG00000102924	2601	708	509	793	1048
	ENSG00000279249	27803	67	96	62	65
	ENSG00000280189	2620	0	0	0	0
C16ORF78	ENSG00000166152	1087	0	0	0	0
	ENSG00000263110	571	0	0	0	0
LINC02179	ENSG00000261623	3673	0	0	0	0
ZNF423	ENSG00000102935	8974	1325	574	1198	1366
ADAM3B	ENSG00000260089	840	0	0	0	0
MRPS21P7	ENSG00000260024	238	0	0	0	0
	ENSG00000280131	642	0	0	0	0
MRPS21P8	ENSG00000259978	235	0	0	0	0
	ENSG00000275155	615	14	0	11	8
	ENSG00000279842	506	0	0	0	0
	ENSG00000261751	2085	0	0	0	0
RPL34P29	ENSG00000244551	325	0	0	0	0
NCOA5LP	ENSG00000283365	979	0	0	0	0
ADCY7	ENSG00000121281	8595	332	79	417	470
MIR6771	ENSG00000274969	60	0	0	0	0
TENT4B	ENSG00000121274	8592	964	1437	867	1087
CDH5	ENSG00000179776	6080	118	26	135	123
BEAN1	ENSG00000166546	7381	5	0	8	4
	ENSG00000260146	354	0	0	0	0
	ENSG00000260755	511	0	0	0	0
	ENSG00000261519	1910	0	0	2	1
Y_RNA	ENSG00000275745	111	0	0	0	0
CKLF	ENSG00000217555	1161	37	62	28	28
CKLF-CMTM1	ENSG00000254788	1413	9	0	12	12
	ENSG00000277978	382	13	0	17	12
CMTM2	ENSG00000140932	1151	1	0	2	0
	ENSG00000260650	555	0	0	0	0
CMTM3	ENSG00000140931	3123	870	451	772	1028
CMTM4	ENSG00000183723	8153	1561	866	1695	1895
	ENSG00000260465	1790	0	0	0	0
	ENSG00000287965	537	0	0	4	1
	ENSG00000260558	1090	0	0	0	0
CLN3	ENSG00000188603	9813	17	2	7	30
BMERB1	ENSG00000166780	3508	967	498	903	1189
MYH11	ENSG00000133392	17729	31	1	30	33
NUPR1	ENSG00000176046	5508	0	0	0	0
SULT1A2	ENSG00000197165	2216	2	0	0	0
	ENSG00000288656	3895	0	0	0	0
BEAN1-AS1	ENSG00000261656	1728	0	0	0	0
	ENSG00000260851	1339	0	0	0	0
TK2	ENSG00000166548	10339	215	66	175	228
KCTD5	ENSG00000167977	3372	1560	519	1328	1841
	ENSG00000279901	1659	10	0	0	4
PRSS27	ENSG00000172382	5920	125	31	163	181
SRRM2-AS1	ENSG00000205913	6556	65	30	71	76
SRRM2	ENSG00000167978	12969	29941	12102	25108	32399
	ENSG00000276791	3250	72	8	82	61
SNORA3C	ENSG00000221719	125	0	0	0	0
PRSS41	ENSG00000215148	1192	0	0	0	0
PRSS21	ENSG00000007038	1967	0	0	0	0
EIF1P4	ENSG00000262154	335	1	0	0	0
PRSS22	ENSG00000005001	2384	0	0	0	0
	ENSG00000263325	265	0	0	0	0
PARD6A	ENSG00000102981	1484	140	41	244	216
C16ORF89	ENSG00000153446	2067	0	0	2	2
DEF8	ENSG00000140995	5793	975	238	947	1149
TAF1C	ENSG00000103168	5577	780	50	611	921
WWP2	ENSG00000198373	8993	592	233	603	810
RHBDL1	ENSG00000103269	1879	25	0	30	41
TSNAXIP1	ENSG00000102904	3852	26	12	35	35
LDAF1	ENSG00000011638	2558	66	3	59	91
PTX4	ENSG00000251692	1688	0	0	0	2
AMDHD2	ENSG00000162066	4366	373	15	329	424
NOD2	ENSG00000167207	6873	5	0	11	9
FBXL19	ENSG00000099364	4865	2269	173	2075	2878
BCL7C	ENSG00000099385	3740	367	95	388	493
RNF40	ENSG00000103549	6286	3491	1000	3383	4165
TXNDC11	ENSG00000153066	4268	542	290	483	583
NMRAL1	ENSG00000153406	3427	18	0	8	32
HAGHL	ENSG00000103253	5357	239	21	343	449
CMTM1	ENSG00000089505	1465	35	7	74	64
	ENSG00000260084	547	2	0	3	1
	ENSG00000275383	3043	5	0	12	16
	ENSG00000252040	132	0	0	0	0
	ENSG00000252640	118	0	0	0	2
CDH3	ENSG00000062038	6392	27	0	48	44
	ENSG00000260577	1682	48	59	57	58
	ENSG00000260860	893	0	0	0	0
HSPE1P5	ENSG00000261395	272	0	0	0	0
CDH1	ENSG00000039068	6076	1	0	0	0
RNA5SP429	ENSG00000200558	109	0	0	0	0
	ENSG00000260798	562	0	0	0	0
FTLP14	ENSG00000260459	484	0	0	0	0
Y_RNA	ENSG00000199979	102	0	0	0	0
	ENSG00000277211	2744	0	0	0	0
	ENSG00000263253	352	0	0	0	0
SNRPEP3	ENSG00000227624	276	0	0	0	0
GP2	ENSG00000169347	4046	0	0	0	0
UMOD	ENSG00000169344	3410	0	0	0	0
PDILT	ENSG00000169340	2271	0	0	0	0
	ENSG00000263237	615	0	0	0	0
ACSM5	ENSG00000183549	3963	0	0	1	0
	ENSG00000262995	1069	0	0	0	0
ACSM2A	ENSG00000183747	8195	0	0	0	0
	ENSG00000280306	1958	0	0	0	0
MMP25	ENSG00000008516	4745	4	0	9	17
C16ORF92	ENSG00000167194	1253	52	7	42	47
RNU6-269P	ENSG00000212379	97	0	0	0	0
	ENSG00000261078	374	0	0	0	0
RNU6-1110P	ENSG00000252271	101	0	0	0	0
	ENSG00000276131	655	2	4	2	2
LINC02137	ENSG00000260186	1776	14	6	17	12
RNU6-103P	ENSG00000200556	107	6	0	5	10
SETD6	ENSG00000103037	7739	1523	1311	1213	1856
CNOT1	ENSG00000125107	10851	8988	9785	10161	10511
	ENSG00000276259	873	0	0	0	0
SNORA46	ENSG00000207493	135	1	0	0	1
SNORA50A	ENSG00000206952	134	0	0	0	0
SNORA50A	ENSG00000281910	136	0	0	0	0
	ENSG00000260865	357	0	0	0	0
SLC38A7	ENSG00000103042	6657	1058	121	819	1082
	ENSG00000279889	499	0	0	0	0
GOT2	ENSG00000125166	3751	7399	6548	7451	8527
RNU6-1155P	ENSG00000200424	107	0	0	0	0
RN7SL143P	ENSG00000244003	297	0	0	0	0
GEMIN8P2	ENSG00000260451	700	0	0	0	0
RPL12P36	ENSG00000242423	478	0	0	0	0
RBL2	ENSG00000103479	8110	1783	1675	1706	2128
RPGRIP1L	ENSG00000103494	14211	946	1335	865	916
TUBB3	ENSG00000258947	7421	200	67	156	216
ADAT1	ENSG00000065457	6118	619	545	569	730
CNGB1	ENSG00000070729	7310	20	11	19	21
RPL7P46	ENSG00000229917	740	74	16	32	33
	ENSG00000274038	479	2	0	0	0
	ENSG00000262020	610	0	0	0	0
CIITA	ENSG00000179583	20763	56	40	27	61
RSPRY1	ENSG00000159579	6058	2665	3362	2583	3073
LITAF	ENSG00000189067	5058	914	944	1134	1291
GRIN2A	ENSG00000183454	18663	0	0	0	0
LINC01290	ENSG00000260468	502	5	0	3	1
EMP2	ENSG00000213853	8652	1315	888	1363	1880
	ENSG00000256013	533	0	0	0	0
	ENSG00000260310	435	2	0	0	1
C16ORF82	ENSG00000234186	2240	1	0	0	0
ZNF319	ENSG00000166188	5027	455	106	485	652
ZNF688	ENSG00000229809	2290	188	8	233	196
CENPN	ENSG00000166451	5677	688	1143	571	756
CNEP1R1	ENSG00000205423	4178	422	614	430	515
ITPRIPL2	ENSG00000205730	7698	365	284	359	412
PRDM7	ENSG00000126856	4275	0	10	1	2
CENPBD1	ENSG00000177946	2744	204	126	159	183
MEIOB	ENSG00000162039	2303	3	10	4	2
PLEKHG4	ENSG00000196155	7328	1983	276	1833	2219
GNPTG	ENSG00000090581	5718	577	303	691	809
ACSM2B	ENSG00000066813	8158	0	0	0	0
	ENSG00000260201	642	0	0	0	0
ACSM5P1	ENSG00000260762	2438	0	0	0	0
ACSM3	ENSG00000005187	7510	13	0	5	8
	ENSG00000275315	124	0	0	0	0
	ENSG00000274730	130	0	0	0	0
THUMPD1	ENSG00000066654	6501	1926	4043	1709	2271
