gene_symbol	Ensembl_ID	length	R20230019_08_EKRN230075585-1A_22HFFNLT3_L4	R20230019_13_EKRN230075590-1A_22HFFNLT3_L4	R20230019_01_EKRN230075578-1A_22HFFNLT3_L3	R20230019_09_EKRN230075586-1A_22HFFNLT3_L4	R20230019_02_EKRN230075579-1A_222JL7LT4_L2	R20230019_03_EKRN230075580-1A_22HFFNLT3_L3	R20230019_16_EKRN230075593-1A_222JL7LT4_L2	R20230019_04_EKRN230075581-1A_222T7MLT4_L1	R20230019_07_EKRN230075584-1A_22HFFNLT3_L4	R20230019_11_EKRN230075588-1A_22HFFNLT3_L4	R20230019_10_EKRN230075587-1A_22HFFNLT3_L4	R20230019_05_EKRN230075582-1A_22HFFNLT3_L3	R20230019_14_EKRN230075591-1A_22HFFNLT3_L4	R20230019_15_EKRN230075592-1A_222JL7LT4_L2	R20230019_06_EKRN230075583-1A_22HFFNLT3_L4	R20230019_12_EKRN230075589-1A_22HFFNLT3_L4
MRPS34	ENSG00000074071	1092	1776	2824	3153	4665	3233	2247	1546	2406	2973	4143	4560	2165	1524	1655	2928	5128
SPSB3	ENSG00000162032	3099	8	38	5	8	3	9	8	7	25	14	10	18	7	4	29	11
NUBP2	ENSG00000095906	4947	2022	3247	3515	2885	3254	2357	1424	3019	3189	2631	2795	2435	1842	1589	3541	2989
IGFALS	ENSG00000099769	2332	0	40	82	24	38	55	7	51	15	8	34	31	1	2	45	22
HAGH	ENSG00000063854	5839	1169	2538	8594	2248	7390	5895	862	5148	1880	2593	2502	1824	1108	983	2555	2639
	ENSG00000260541	220	0	0	3	1	1	0	0	1	2	0	0	0	0	0	2	0
LINC00254	ENSG00000281219	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02124	ENSG00000259947	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST6	ENSG00000162040	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279569	4170	11	6	3	1	0	1	5	0	3	0	0	3	10	38	8	6
VAC14	ENSG00000103043	8275	1972	2055	2400	3986	2444	1659	2184	910	2422	3266	3572	1562	2065	2097	2356	3452
	ENSG00000279412	2904	2	5	10	32	4	2	4	16	10	30	33	12	16	11	9	30
	ENSG00000260156	551	0	0	0	9	2	3	0	1	3	1	0	4	3	0	2	3
VAC14-AS1	ENSG00000214353	9145	9	9	16	44	16	11	14	8	18	36	42	15	15	13	12	47
	ENSG00000279815	430	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
	ENSG00000279122	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279123	713	0	0	0	2	1	0	0	4	1	7	1	0	0	0	4	6
RNU6ATAC25P	ENSG00000221725	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000259833	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000259798	483	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0
TEKT5	ENSG00000153060	1760	4	0	2	1	4	4	1	0	0	13	10	0	3	0	0	6
	ENSG00000263279	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP33	ENSG00000263241	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P33	ENSG00000262107	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P33	ENSG00000261904	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P34	ENSG00000262322	1371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MTND4LP24	ENSG00000262259	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND3P13	ENSG00000263196	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCO3P24	ENSG00000262158	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P24	ENSG00000262381	677	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
NUBP1	ENSG00000103274	1955	413	568	340	505	459	210	471	191	332	448	367	347	440	482	511	387
TVP23A	ENSG00000166676	5772	29	45	43	58	20	19	24	11	53	24	40	50	37	17	89	15
	ENSG00000262488	1161	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
	ENSG00000262151	742	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
DEXI	ENSG00000182108	6692	521	174	167	200	161	69	435	66	299	129	198	151	447	448	290	178
	ENSG00000280153	2378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG7	ENSG00000168434	4352	1288	764	795	1019	853	593	1225	309	645	793	811	508	1226	1305	972	900
RN7SKP23	ENSG00000280039	4301	35	2	8	11	18	5	14	3	2	12	48	4	20	6	4	13
SNORA75	ENSG00000212593	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000259782	837	7	5	0	3	0	0	0	0	3	0	0	2	2	2	16	0
	ENSG00000260136	1007	8	23	17	11	6	5	11	12	28	10	3	9	4	11	32	7
GGA2	ENSG00000103365	8231	7721	3687	5865	7625	6451	3982	7798	2459	5091	5356	6886	3208	7807	8139	4913	6191
CCNYL7	ENSG00000261528	726	4	0	3	0	0	1	9	9	2	8	6	1	5	6	9	0
EARS2	ENSG00000103356	6990	1481	1699	2021	3209	2183	1427	1839	857	2335	2145	2483	1356	1516	1815	1943	2350
SUB1P4	ENSG00000260247	339	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0
UBFD1	ENSG00000103353	8260	3807	3925	2973	3943	2719	2089	4171	1162	3920	3198	3259	2985	4069	3712	5443	3171
	ENSG00000260751	1024	60	62	58	71	35	23	35	18	82	40	45	35	36	57	109	56
NDUFAB1	ENSG00000004779	1548	2575	2795	2944	3791	3174	1946	2448	2409	3040	2899	3497	2193	2117	2608	3541	3414
PALB2	ENSG00000083093	4747	1209	1627	933	1811	1331	752	1668	387	1338	1175	1400	1209	1333	1425	1442	1163
	ENSG00000261723	627	0	0	8	9	1	0	9	9	7	8	8	4	4	6	6	7
DCTN5	ENSG00000166847	12683	4986	3576	4528	3840	4790	3207	5952	2241	3717	2825	3200	2872	5367	5242	4565	2830
	ENSG00000260482	3315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	4760	7817	3075	8901	8034	15428	6256	8935	3841	4557	5469	7077	3256	8346	8667	3701	6800
	ENSG00000261266	641	6	17	8	7	5	0	0	1	11	0	4	1	7	4	19	15
	ENSG00000278912	650	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
JPT2	ENSG00000206053	4768	2534	4233	4523	5635	5162	3233	2880	2075	3935	3508	4321	3218	2440	2639	4445	4070
	ENSG00000278987	2182	18	42	22	38	21	11	4	6	42	35	16	27	17	32	55	45
	ENSG00000275092	722	8	19	14	18	7	2	24	6	32	8	16	18	19	12	28	21
MIR3177	ENSG00000265820	82	0	2	4	4	0	0	5	0	3	0	0	0	0	0	0	2
	ENSG00000261207	565	13	2	2	8	9	7	1	4	8	6	10	4	23	4	19	7
	ENSG00000243445	420	10	0	3	0	2	0	1	2	0	1	3	1	10	12	1	0
ABCA17P	ENSG00000238098	6574	303	4	45	1	36	25	305	24	3	5	1	2	364	329	7	5
CCNF	ENSG00000162063	6309	3218	1446	3182	5378	5084	2379	3503	1321	1691	3731	4114	1325	3243	3169	1606	4128
	ENSG00000285970	963	8	0	2	12	7	4	14	7	0	10	13	2	4	0	3	7
MIR6767	ENSG00000283180	66	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0
	ENSG00000260095	397	24	12	23	27	29	14	20	10	35	17	25	11	6	6	51	36
	ENSG00000260874	879	3	28	21	48	25	8	8	14	32	12	49	25	9	4	52	34
TEDC2	ENSG00000162062	2848	519	1031	1086	1156	1014	820	267	598	1139	837	897	855	371	328	994	1052
MIR6768	ENSG00000274805	72	6	5	3	6	0	0	2	0	6	2	1	5	1	2	7	2
TEDC2-AS1	ENSG00000259895	3264	14	8	15	11	16	13	2	15	9	3	4	5	8	5	13	4
NTN3	ENSG00000162068	2188	18	15	18	3	7	2	5	5	22	14	19	3	17	6	6	0
	ENSG00000260293	5616	21	26	17	10	9	2	4	1	34	18	19	28	34	11	24	3
	ENSG00000260272	1944	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP6V0C	ENSG00000185883	1416	204	332	268	565	708	401	300	136	398	274	182	263	336	371	276	278
	ENSG00000259784	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279520	1342	94	86	95	131	76	59	16	33	122	66	86	47	61	108	77	106
CEMP1	ENSG00000205923	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3178	ENSG00000266232	84	2	8	6	0	0	2	0	1	1	0	4	4	0	0	16	9
PDPK1	ENSG00000140992	10911	1377	2047	3721	2869	3972	2530	1341	1320	1892	2186	2493	1592	1588	1394	2190	2253
	ENSG00000261613	2001	0	2	2	0	3	0	0	3	0	0	0	0	0	0	1	0
	ENSG00000261288	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000269937	3626	0	10	11	17	3	8	6	2	17	1	2	2	8	9	3	1
	ENSG00000261140	459	1	5	12	3	3	8	1	11	4	0	7	3	6	1	5	0
	ENSG00000260436	287	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0
	ENSG00000279568	1746	6	3	26	28	9	15	6	11	3	13	15	1	26	4	3	14
	ENSG00000280402	1569	3	19	5	11	8	2	21	8	11	8	4	4	15	10	14	4
	ENSG00000279162	2050	3	1	28	11	10	6	9	18	3	6	12	3	6	0	2	3
	ENSG00000261093	1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000215154	2751	132	128	193	242	162	129	155	112	195	148	191	141	165	118	169	148
PDPK2P	ENSG00000205918	4426	48	138	102	120	106	85	54	74	155	53	81	106	70	49	205	58
	ENSG00000279057	1573	2	9	4	9	3	5	10	11	13	17	13	6	0	1	20	11
	ENSG00000260176	572	4	17	12	11	30	21	10	9	9	3	16	19	6	7	28	1
TBC1D24	ENSG00000162065	12213	911	1474	583	1108	697	400	731	234	1458	874	843	1065	953	830	1450	867
MARF1	ENSG00000166783	10906	3582	3161	3509	2826	3496	2362	3626	1206	2494	2224	2442	2169	3682	3589	4566	2146
	ENSG00000257769	530	2	0	4	3	12	3	3	1	1	5	3	0	1	0	1	0
MIR6506	ENSG00000284184	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR484	ENSG00000283736	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000262380	503	11	0	7	14	20	2	8	2	1	1	8	0	0	3	3	1
	ENSG00000280206	882	514	166	444	428	700	307	655	194	192	360	421	159	543	650	195	431
	ENSG00000263335	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000263065	550	0	0	2	5	0	0	0	0	0	4	0	0	2	0	0	0
	ENSG00000280429	1743	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
NDE1	ENSG00000072864	8217	2495	1761	2978	2370	3912	2084	2986	1327	1461	1762	2163	1412	2686	2672	1801	2088
	ENSG00000279255	1418	1	4	0	1	0	0	1	0	1	0	0	0	7	0	6	0
	ENSG00000259840	446	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
METRN	ENSG00000103260	3689	319	698	38	92	33	22	240	56	655	82	74	511	322	264	826	69
ANTKMT	ENSG00000103254	1912	319	971	890	938	811	615	199	869	861	963	836	585	255	263	935	1129
CIAO3	ENSG00000103245	8094	1158	994	1267	1056	1222	827	751	724	1141	928	903	839	957	945	1514	1154
MSLN	ENSG00000102854	2588	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
	ENSG00000279136	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSLNL	ENSG00000162006	2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR662	ENSG00000207579	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG7	ENSG00000197912	35761	5636	1583	3863	2760	3704	2248	3468	1914	1990	1996	2342	1319	4508	4225	2252	2313
	ENSG00000261118	1045	27	28	11	0	24	4	4	7	28	1	5	26	27	33	35	7
SNORD68	ENSG00000200084	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE7	ENSG00000178773	3058	2182	2092	1	20	0	0	1192	0	3269	42	29	1923	1824	1537	2183	46
	ENSG00000275734	3077	52	38	3	33	6	7	33	9	27	22	42	11	27	29	14	14
CDK10	ENSG00000185324	6779	5339	2009	3658	1737	3983	2443	2550	1951	2721	1465	1663	1688	3739	3955	2421	1792
LINC02166	ENSG00000260259	721	11	24	3	12	9	7	10	2	8	6	11	13	3	4	8	23
SPATA2L	ENSG00000158792	2468	489	476	459	333	503	333	395	256	414	294	215	428	480	312	479	414
VPS9D1	ENSG00000075399	3340	690	384	684	537	650	466	561	346	405	455	481	313	598	574	568	445
VPS9D1-AS1	ENSG00000261373	1753	933	311	188	433	214	97	653	87	559	359	382	303	906	846	359	354
CHMP1A	ENSG00000131165	7228	2678	2193	2884	1723	3013	2210	2502	1550	1820	1228	1470	1586	2782	2619	2897	1473
CTF1	ENSG00000150281	1644	0	6	2	0	5	0	0	0	2	0	0	1	0	3	0	0
PDZD9	ENSG00000155714	1337	8	2	3	12	0	3	4	3	6	11	3	8	5	0	11	12
USP10	ENSG00000103194	5075	4322	2828	4717	2368	5421	3538	5237	1706	2450	1671	1872	2073	4550	4589	2584	1734
ATP2C2	ENSG00000064270	7352	0	0	4	0	6	7	0	5	5	1	0	1	0	1	6	0
ZC3H18	ENSG00000158545	8624	3832	2647	3933	2993	3817	2698	3470	1846	2531	2218	2408	2066	3615	3481	3131	2458
C16ORF46	ENSG00000166455	2376	6	1	2	0	0	0	0	0	1	0	0	1	0	2	0	0
ZNF200	ENSG00000010539	7498	229	623	592	921	717	436	292	271	519	607	749	490	229	327	862	639
LUC7L	ENSG00000007392	6176	2694	1637	1058	1833	1123	696	1387	556	2018	1516	1820	1343	2014	1789	2319	1580
ZNF75A	ENSG00000162086	8063	400	1085	1581	772	1314	840	422	520	922	570	668	851	451	450	1300	518
MEFV	ENSG00000103313	4826	4	0	2	0	0	2	5	0	2	0	2	5	1	0	17	0
XPO6	ENSG00000169180	7113	9291	7132	7268	7563	8082	5140	8450	2737	8212	5982	6520	6091	9079	9186	9141	6807
ZNF205	ENSG00000122386	2330	249	376	358	299	252	272	106	225	367	278	309	240	166	134	538	270
LDHD	ENSG00000166816	2368	203	397	878	5	851	620	143	513	318	55	34	287	185	164	651	38
FLYWCH1	ENSG00000059122	8425	5137	4775	3287	2880	3366	2130	3618	1567	5052	2498	2751	3754	4774	3918	6823	2935
BRD7	ENSG00000166164	8546	3839	3131	3735	3888	4252	2639	3996	1438	3308	2634	3295	2522	3411	3637	3433	2925
CLEC18C	ENSG00000157335	4926	6	0	2	0	2	1	3	4	0	0	0	0	6	7	3	3
RPL13	ENSG00000167526	3866	60907	25882	53500	21109	42607	36551	45622	55942	23084	21009	21926	19518	49574	44844	30372	23631
NKD1	ENSG00000140807	17359	0	20	117	35	147	53	9	51	20	28	27	31	6	2	24	31
	ENSG00000260029	1146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000278909	3365	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	ENSG00000205414	2469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260249	6583	0	2	2	0	0	0	0	1	2	0	4	7	0	0	2	0
	ENSG00000270120	746	0	10	0	29	0	0	0	0	2	11	19	0	0	0	0	12
MIR3181	ENSG00000264947	73	5	3	6	16	2	2	3	1	3	10	1	5	0	0	10	12
	ENSG00000260616	814	0	0	6	2	3	0	0	1	0	0	0	0	0	0	0	0
LINC02168	ENSG00000261703	352	0	0	0	0	0	3	0	1	1	3	0	0	0	0	0	0
	ENSG00000260042	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP426	ENSG00000199771	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P32	ENSG00000260828	561	0	0	0	3	1	0	0	0	0	4	4	1	3	0	1	0
ADGRG1	ENSG00000205336	9011	20	6388	4	755	8	2	29	0	3819	636	900	4577	35	36	7646	783
	ENSG00000261633	556	0	12	0	0	0	0	0	0	4	0	0	0	0	0	7	0
ADGRG3	ENSG00000182885	3240	1	4	0	0	0	0	0	0	3	0	0	0	0	0	6	0
	ENSG00000260467	804	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DRC7	ENSG00000159625	5151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260438	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNB1	ENSG00000140854	4576	1772	2644	1644	1932	1793	1100	1644	823	3346	1564	1740	2357	1628	1623	2878	1706
	ENSG00000276166	667	7	0	5	0	0	1	0	0	1	0	1	0	0	0	2	3
MIR6772	ENSG00000274816	64	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
	ENSG00000187185	2114	0	0	2	0	0	0	0	0	0	0	0	2	1	0	4	0
RNU6-20P	ENSG00000206833	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	ENSG00000083799	12952	4029	7295	3706	6636	3252	2597	4676	1302	4009	4648	5593	5027	4268	4096	7980	4221
	ENSG00000259962	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000262714	2142	0	0	0	81	0	0	0	0	0	54	88	0	0	0	0	71
	ENSG00000279741	678	0	0	0	28	0	0	0	0	0	32	19	0	0	0	0	30
	ENSG00000280027	1385	0	0	0	46	0	0	0	0	0	47	23	0	0	0	0	48
RNU6-1153P	ENSG00000252569	105	8	0	4	11	6	0	1	1	3	1	7	3	0	0	1	0
	ENSG00000259926	706	0	0	0	0	0	4	0	3	0	0	0	0	0	0	1	3
	ENSG00000279344	2594	23	29	19	10	8	5	20	11	12	5	2	6	7	25	28	5
	ENSG00000279722	2337	52	39	43	40	26	37	46	18	28	41	24	26	68	24	43	19
AKTIP	ENSG00000166971	5195	1328	1515	1267	1380	1443	949	1153	486	1291	1104	1323	1119	1418	1194	1793	1011
	ENSG00000287909	1026	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
	ENSG00000275191	561	6	4	1	12	0	0	2	0	7	11	5	1	1	2	2	6
	ENSG00000261630	547	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
	ENSG00000280392	3443	4	0	14	0	1	1	2	15	4	0	11	0	0	0	0	3
	ENSG00000260194	739	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0
SPIRE2	ENSG00000204991	7999	43	55	32	48	36	42	47	15	28	32	66	31	47	42	67	48
TCF25	ENSG00000141002	7967	5217	1513	4438	3678	4949	3125	3669	2610	1967	2983	3184	1488	4749	4359	1921	3004
	ENSG00000267048	559	33	36	51	8	24	21	7	20	23	27	11	32	27	17	54	22
MC1R	ENSG00000258839	4759	106	238	262	104	248	139	31	84	151	149	142	202	54	58	391	98
	ENSG00000198211	2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000259006	985	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GAS8	ENSG00000141013	5615	249	8	350	201	401	264	173	156	15	199	166	13	191	223	24	192
GAS8-AS1	ENSG00000221819	994	20	0	20	5	6	13	0	6	2	2	5	0	15	15	3	0
URAHP	ENSG00000222019	2340	8	0	16	0	11	2	1	2	0	7	7	2	4	9	1	0
TUBB8P7	ENSG00000261812	2466	0	0	0	13	0	0	0	0	5	0	3	3	0	0	4	7
	ENSG00000260507	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261172	952	1	0	0	0	0	2	0	0	3	0	0	1	1	3	1	3
RNU6-355P	ENSG00000222359	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CICP25	ENSG00000277349	1804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DBNDD1	ENSG00000003249	4462	134	3	78	56	169	70	102	39	9	46	56	2	140	120	14	26
HEATR3-AS1	ENSG00000259843	498	0	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0
	ENSG00000261835	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
METAZOA_SRP	ENSG00000273829	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P16	ENSG00000260298	1082	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
	ENSG00000279356	2125	35	12	7	12	21	15	16	5	22	24	8	13	32	20	16	29
RNY4P3	ENSG00000202124	95	0	0	0	0	2	0	0	0	0	0	7	2	3	0	0	4
	ENSG00000260381	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287444	1104	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10P14	ENSG00000260031	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA70	ENSG00000252526	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR138-2	ENSG00000207649	84	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC12A3	ENSG00000070915	6180	0	2	3	9	10	3	0	3	5	24	27	4	8	0	16	17
MIR6863	ENSG00000283471	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS24P17	ENSG00000243988	423	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
HERPUD1	ENSG00000051108	5062	21967	19014	48416	41714	42629	33687	21933	23655	15604	39491	45097	14833	22190	18062	23229	29678
	ENSG00000261270	601	456	294	1113	845	905	637	218	402	257	893	975	150	322	197	332	627
	ENSG00000261114	699	323	213	857	746	741	506	144	249	169	620	708	130	282	162	234	492
CETP	ENSG00000087237	3391	19	16	18	3	33	23	14	8	9	3	5	9	22	17	142	10
	ENSG00000259922	1030	0	0	0	0	0	2	0	4	0	0	0	1	0	2	0	0
	ENSG00000260145	672	24	4	7	0	1	1	8	3	0	0	0	0	13	9	1	0
CPNE2-DT	ENSG00000260148	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE2	ENSG00000140848	7737	263	370	382	174	378	279	294	149	303	192	183	266	369	259	598	217
	ENSG00000279019	3691	5	15	12	7	9	2	1	1	11	3	4	5	2	7	12	7
	ENSG00000279803	2285	0	0	0	0	0	0	2	0	3	3	0	1	5	0	4	0
PSME3IP1	ENSG00000172775	4347	4484	4799	4155	3922	4063	2742	3586	1963	4604	2782	3483	3988	3871	3382	6460	3252
	ENSG00000285979	3524	393	463	230	450	249	116	183	111	533	283	356	304	394	356	806	288
ARL2BP	ENSG00000102931	1994	86	203	137	184	110	109	78	110	160	106	120	150	106	75	242	155
	ENSG00000276663	565	2	21	2	1	4	0	9	3	9	2	5	10	5	3	7	6
	ENSG00000260038	358	3	18	4	11	3	8	4	1	19	4	13	15	2	3	27	8
PLLP	ENSG00000102934	8705	31	126	34	92	30	14	33	24	87	120	129	85	47	34	132	93
RPL23AP91	ENSG00000260965	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000271456	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG4	ENSG00000103051	4781	4101	3120	3027	2826	3413	2319	4531	1527	2972	2350	2574	2459	4062	4034	3987	2282
PHAF1	ENSG00000125149	5987	885	1187	709	876	741	535	786	240	973	635	823	766	862	764	1423	727
B3GNT9	ENSG00000237172	2702	442	413	135	527	90	78	417	57	325	478	558	263	550	350	709	510
TRADD	ENSG00000102871	2173	1147	2969	1153	1238	985	753	763	901	2565	1093	1157	2202	951	971	5401	1263
FBXL8	ENSG00000135722	3129	624	1250	558	221	395	328	375	230	1288	240	286	976	560	387	1960	271
	ENSG00000265690	2009	37	139	45	18	36	40	12	10	165	7	18	107	31	15	295	28
NOL3	ENSG00000140939	2992	1701	2720	1171	684	808	739	701	623	1690	681	634	1954	1300	934	7189	768
KIAA0895L	ENSG00000196123	4783	1097	3189	1399	1472	1298	811	741	629	3989	1169	1470	2821	1030	958	3870	1460
EXOC3L1	ENSG00000179044	3045	18	34	28	8	7	3	2	1	24	2	9	29	9	9	44	12
E2F4	ENSG00000205250	3596	3584	5837	4477	4305	4827	3102	3208	1987	6170	3413	3862	4676	3473	3175	7037	4021
ELMO3	ENSG00000102890	2575	306	298	233	187	203	137	141	135	475	124	159	284	208	196	674	215
MIR328	ENSG00000207948	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000280163	1675	1	6	7	3	4	2	0	10	7	16	0	4	0	1	17	5
TMEM208	ENSG00000168701	1787	1287	963	1951	2539	1485	1216	1049	1741	1700	2059	2272	873	1153	956	1472	2396
FHOD1	ENSG00000135723	5230	3589	3319	3991	4310	4739	2891	2679	1685	4054	3846	4113	2588	3155	2930	3244	4366
SLC9A5	ENSG00000135740	5420	941	574	128	196	79	64	629	44	490	194	205	453	798	849	881	187
	ENSG00000262691	2677	305	127	42	47	42	42	155	11	113	16	44	112	249	271	248	25
KCTD19	ENSG00000168676	7380	97	44	42	1	51	35	47	22	23	1	1	27	97	80	47	3
RN7SKP118	ENSG00000201201	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC36	ENSG00000159708	4018	1	0	2	0	0	0	0	0	6	0	0	8	0	1	0	0
TPPP3	ENSG00000159713	2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-123P	ENSG00000239194	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC1	ENSG00000159714	3531	12	18	0	66	0	0	10	0	8	61	52	4	24	4	24	46
HSD11B2	ENSG00000176387	2670	295	690	24	120	12	8	189	8	962	70	90	549	213	223	733	111
	ENSG00000261320	475	21	24	0	1	0	0	4	0	29	0	6	24	11	19	25	8
AGRP	ENSG00000159723	498	9	0	4	0	3	0	0	7	3	7	5	1	1	7	0	13
RPL17P40	ENSG00000241067	413	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000262332	542	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	ENSG00000263029	370	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
	ENSG00000262848	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3179-2	ENSG00000257381	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3670-2	ENSG00000264722	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000257366	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-2	ENSG00000265373	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD1P1	ENSG00000244257	6805	13	10	5	10	27	18	6	8	23	14	4	5	25	24	22	5
Y_RNA	ENSG00000206706	100	0	0	3	4	1	0	0	0	3	0	0	0	0	1	1	0
	ENSG00000183889	7897	119	63	24	27	33	34	79	8	164	38	33	72	129	145	133	26
MIR6511A2	ENSG00000278221	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-2	ENSG00000277698	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000277920	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD1P2	ENSG00000227827	9932	375	677	6	85	21	9	184	4	731	69	70	465	387	286	679	51
MIR6511A3	ENSG00000276311	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000265113	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
