gene_symbol	Ensembl_ID	length	R20240016_C2_EKRN240009374-1A_223MF3LT4_L7	R20240016_C1_EKRN240009373-1A_22375FLT4_L6	R20240016_J2_EKRN240009376-1A_22375FLT4_L6	R240016_J4_1_EKRN240015053-1A_223L3FLT4_L7	R240016_C4_1_EKRN240015051-1A_223L3FLT4_L2	R240016_J3_1_EKRN240015052-1A_223L3FLT4_L6	R20240016_J1_EKRN240009375-1A_22375FLT4_L6	R240016_C3_1_EKRN240015050-1A_223L3FLT4_L4
SNORA70	ENSG00000252258	133	0	0	0	0	0	0	0	0
RNU7-25P	ENSG00000252353	62	0	0	0	0	0	0	0	0
	ENSG00000265399	1771	6	9	8	2	4	14	11	10
	ENSG00000272688	686	0	0	0	0	0	0	0	0
MYL12A	ENSG00000101608	3032	2004	2618	2350	1519	2194	2278	2029	2803
MYL12-AS1	ENSG00000264235	1063	7	2	7	1	5	3	8	7
MYL12B	ENSG00000118680	1738	3137	4085	4217	2483	3330	4230	3849	4164
	ENSG00000265670	387	0	0	0	0	0	0	0	0
RNU6-857P	ENSG00000251702	110	0	0	0	0	0	0	0	0
DSC3	ENSG00000134762	7699	5	6	3	5	11	0	5	5
DSC1	ENSG00000134765	4271	0	0	0	0	0	0	0	0
	ENSG00000263698	1039	0	0	0	0	0	0	0	0
DSG1	ENSG00000134760	7398	0	3	0	0	1	2	3	2
RNU6-167P	ENSG00000207019	106	0	0	0	0	0	0	0	0
PSMA8	ENSG00000154611	1894	0	0	0	0	0	0	0	0
PPP4R1	ENSG00000154845	8131	2538	2696	2851	1719	2512	3054	2576	3650
NFATC1	ENSG00000131196	9068	0	1	0	0	0	0	0	0
ZNF236	ENSG00000130856	11150	676	599	1038	628	659	1109	923	947
TRAPPC8	ENSG00000153339	9198	1368	1248	2050	1336	1353	2312	1785	2035
MIB1	ENSG00000101752	10557	4450	3579	8204	5040	3868	8821	6965	5860
CCDC102B	ENSG00000150636	5805	61	82	51	33	77	59	64	89
CABYR	ENSG00000154040	3484	171	181	198	132	222	203	149	290
LAMA3	ENSG00000053747	14488	52	50	58	42	29	83	52	64
GNAL	ENSG00000141404	8165	22	19	15	13	20	26	8	22
	ENSG00000214917	388	0	0	0	0	0	1	0	0
	ENSG00000265008	473	0	0	3	3	2	4	1	2
RNF138	ENSG00000134758	3776	1216	1267	1395	930	1192	1586	1188	1732
	ENSG00000263393	553	11	8	7	11	7	14	8	6
RNA5SP453	ENSG00000199373	119	0	0	0	2	0	0	1	3
MEP1B	ENSG00000141434	2582	5	2	9	3	0	7	1	1
CLUHP6	ENSG00000265279	941	0	0	0	2	1	5	1	0
	ENSG00000263904	468	1	0	3	2	0	3	3	5
Y_RNA	ENSG00000222395	100	0	0	2	0	0	0	0	0
	ENSG00000264982	772	0	0	0	0	1	0	0	0
	ENSG00000279829	1377	0	0	0	1	0	0	1	0
	ENSG00000285993	1246	0	1	0	1	0	0	2	1
LOXHD1	ENSG00000167210	9213	0	0	0	0	0	0	0	0
	ENSG00000240983	249	0	0	0	0	0	0	0	0
RTTN	ENSG00000176225	19358	1036	924	1494	1044	968	1570	1394	1457
SERPINB13	ENSG00000197641	4534	0	0	0	0	0	0	0	0
SERPINB4	ENSG00000206073	1971	0	0	0	0	0	0	0	0
SERPINB11	ENSG00000206072	3694	0	0	0	0	0	0	0	0
SERPINB3	ENSG00000057149	1707	0	0	0	0	0	0	0	0
ASXL3-DT	ENSG00000267642	2492	0	0	0	0	0	0	0	0
ASXL3	ENSG00000141431	13636	343	258	349	223	289	380	271	418
	ENSG00000267428	404	0	0	0	0	0	0	0	0
	ENSG00000288484	79	0	0	0	0	0	0	0	0
DYNAP	ENSG00000178690	2137	0	0	0	0	0	0	0	0
LDLRAD4	ENSG00000168675	35894	243	207	138	140	239	135	136	343
	ENSG00000267585	537	1	0	0	0	0	0	0	0
	ENSG00000268873	577	2	0	0	0	0	0	0	0
	ENSG00000278464	1660	0	2	0	0	0	1	1	0
NOL4	ENSG00000101746	6468	576	523	715	370	553	672	521	815
EPB41L3	ENSG00000082397	12203	3	0	1	0	0	0	0	0
CXXC1	ENSG00000154832	3854	2338	2980	4154	2075	2740	4175	3700	3632
DIPK1C	ENSG00000187773	3207	0	0	0	1	0	0	0	0
TIMM21	ENSG00000075336	5197	838	919	944	603	905	907	681	1128
	ENSG00000260569	1463	0	0	0	0	0	0	0	0
RN7SL551P	ENSG00000243856	298	0	0	0	0	0	0	0	0
	ENSG00000286529	1467	9	2	15	16	7	33	16	8
C18ORF63	ENSG00000206043	5103	0	0	0	0	0	0	0	0
FAUP1	ENSG00000235297	414	11	12	8	9	10	10	18	16
CYB5A	ENSG00000166347	9271	1028	1223	1048	653	1009	1111	897	1211
DTNA	ENSG00000134769	14445	921	837	1161	622	790	1086	806	1309
SERPINB12	ENSG00000166634	4037	0	0	0	0	0	0	0	0
	ENSG00000260578	3176	34	38	45	32	20	46	36	41
DSEL	ENSG00000171451	9266	890	718	1065	599	642	1078	897	964
	ENSG00000263424	3305	0	0	0	0	0	0	0	0
	ENSG00000267480	527	0	0	0	0	0	0	0	0
	ENSG00000266995	200	0	2	0	2	0	0	1	3
	ENSG00000267292	364	0	0	2	1	0	0	1	0
RNU7-129P	ENSG00000251937	62	0	2	0	0	0	0	0	0
PRELID3A	ENSG00000141391	2643	269	268	303	189	254	308	214	391
	ENSG00000267108	168	20	10	20	12	17	15	11	38
	ENSG00000267199	5428	36	23	42	23	33	69	31	52
	ENSG00000267515	596	1	2	6	2	2	10	4	3
	ENSG00000267287	6158	0	0	1	0	0	1	0	0
	ENSG00000267409	585	0	0	1	0	0	0	0	0
	ENSG00000178412	1111	2	0	2	1	1	2	2	4
	ENSG00000274828	2072	168	173	324	187	188	359	308	230
	ENSG00000266901	474	0	0	0	1	0	1	0	0
	ENSG00000266924	636	0	0	0	0	0	0	0	0
	ENSG00000278075	349	4	4	11	3	7	11	4	5
SLC66A2	ENSG00000122490	5218	622	858	1317	665	650	1109	1179	970
	ENSG00000287879	2662	9	5	8	1	4	6	1	13
DSC2	ENSG00000134755	12501	2	2	5	1	1	1	0	3
THEMIS3P	ENSG00000229442	1586	0	0	0	0	0	0	0	0
AKR1B1P6	ENSG00000225212	839	0	1	0	0	0	0	0	0
RAB12	ENSG00000206418	2477	662	722	794	532	644	841	757	883
	ENSG00000266708	780	12	4	9	9	7	22	6	11
FECH	ENSG00000066926	11128	1144	1283	1802	1034	1176	1713	1636	1553
DSG1-AS1	ENSG00000266729	1149	1	0	0	0	0	0	1	0
DSG2	ENSG00000046604	9492	7	6	5	7	5	6	2	5
CABLES1	ENSG00000134508	6874	788	803	1053	549	812	1058	855	1185
SLC35G4	ENSG00000236396	1017	0	0	0	0	0	0	0	0
B4GALT6	ENSG00000118276	5165	2125	2272	2045	1301	1976	2075	1916	2802
ELOA2	ENSG00000206181	3095	1	2	0	1	0	3	3	1
RPL17	ENSG00000265681	2451	157	271	325	245	204	428	225	415
SMAD7	ENSG00000101665	3946	904	940	982	499	856	920	874	1218
GALNT1	ENSG00000141429	5126	3359	3979	5573	3345	3443	5740	4885	4630
ZNF407	ENSG00000215421	12190	628	606	843	477	529	958	806	975
MBD1	ENSG00000141644	6734	2658	2548	4188	2283	2694	4403	3673	3926
	ENSG00000267780	527	0	0	0	0	0	0	0	0
HSBP1L1	ENSG00000226742	2035	224	226	196	101	276	207	142	304
TXNL4A	ENSG00000141759	5217	2639	3138	3903	2129	2652	3692	3635	3579
	ENSG00000267127	3902	13	7	13	18	14	33	11	27
RBFA	ENSG00000101546	7945	519	549	961	545	501	1167	902	790
RBFADN	ENSG00000261126	6623	33	42	83	55	33	107	65	46
SLC25A6P4	ENSG00000266909	553	1	1	0	2	0	2	0	0
ADNP2	ENSG00000101544	5657	2532	2634	3788	2197	2393	3945	3824	3559
PARD6G	ENSG00000178184	4192	438	475	507	285	394	574	463	600
	ENSG00000278000	662	15	17	41	27	20	44	31	44
	ENSG00000267251	2232	15	7	17	12	29	21	30	17
KCNG2	ENSG00000178342	2353	7	8	13	6	2	21	9	11
LINC02564	ENSG00000262352	1432	0	0	0	0	0	0	0	0
	ENSG00000263305	610	0	0	0	0	0	0	0	0
	ENSG00000262181	763	0	0	0	0	0	0	0	0
	ENSG00000282965	741	1	0	0	0	1	0	0	0
IL9RP4	ENSG00000262081	1248	0	0	0	0	0	0	0	0
	ENSG00000274446	129	0	0	0	0	0	0	0	0
MIR8078	ENSG00000277521	84	0	0	0	0	0	0	0	0
USP14	ENSG00000101557	5987	3679	3799	4580	3245	3800	4946	4185	5080
THOC1-DT	ENSG00000263884	2131	19	8	15	11	7	12	22	14
ROCK1P1	ENSG00000263006	3239	23	36	46	27	30	70	36	60
	ENSG00000273355	483	8	3	9	6	3	14	10	15
BOLA2P1	ENSG00000266575	232	0	0	1	0	0	0	0	0
	ENSG00000264179	520	0	0	0	0	0	0	0	0
	ENSG00000265671	351	0	0	0	0	0	0	0	0
ADCYAP1	ENSG00000141433	3877	0	0	0	0	0	0	0	0
LINC01904	ENSG00000259837	861	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000200752	113	0	0	0	0	0	0	0	1
ELAC1	ENSG00000141642	3970	199	284	463	290	204	442	361	370
	ENSG00000267699	1305	0	0	2	0	0	0	0	0
SMAD4	ENSG00000141646	19668	2372	2536	3497	2399	2414	4044	3225	3517
	ENSG00000286975	1690	6	4	6	6	6	8	5	8
METTL4	ENSG00000101574	5724	583	528	663	414	613	655	497	783
	ENSG00000238575	135	0	1	0	1	2	1	2	5
	ENSG00000266783	1049	22	19	14	19	11	23	16	22
	ENSG00000264150	429	1	0	0	0	0	0	0	1
NDC80	ENSG00000080986	3554	1254	1567	1497	1025	1403	1407	1138	1770
KATNBL1P3	ENSG00000235422	909	0	0	0	0	0	1	0	0
Y_RNA	ENSG00000202224	112	0	0	0	1	0	0	0	0
RNU6-340P	ENSG00000200875	107	0	0	0	0	0	0	0	0
CBX3P2	ENSG00000266405	1429	23	36	50	24	24	73	52	43
SMCHD1	ENSG00000101596	23903	4019	3225	5321	3366	3502	5787	4411	5134
ATP9B	ENSG00000166377	14934	423	427	692	403	410	752	609	734
PIK3C3	ENSG00000078142	15154	1928	1651	2668	1713	1791	2875	2412	2766
THOC1	ENSG00000079134	8099	1439	1508	2286	1395	1492	2495	1746	1961
OSBPL1A	ENSG00000141447	8021	1162	1205	1549	1000	1181	1612	1360	1700
CEP192	ENSG00000101639	9897	1512	1276	2288	1414	1367	2442	1995	2171
MYOM1	ENSG00000101605	6433	17	17	26	21	21	39	17	31
SALL3	ENSG00000256463	6849	0	0	0	0	0	0	0	0
WDR7	ENSG00000091157	8899	718	598	1048	609	649	1006	967	949
LAMA1	ENSG00000101680	15857	626	519	948	602	608	917	825	861
LINC01925	ENSG00000264265	500	0	0	0	0	1	0	0	0
CETN1	ENSG00000177143	1735	0	0	0	0	0	0	0	0
RN7SKP146	ENSG00000222174	334	0	0	0	0	0	0	0	0
	ENSG00000288533	2438	14	6	21	15	18	20	17	10
	ENSG00000266456	2106	25	20	22	15	16	18	28	38
	ENSG00000263727	268	7	7	5	4	7	5	6	1
TYMS	ENSG00000176890	2421	1443	1832	1723	1213	1644	1959	1623	2180
ENOSF1	ENSG00000132199	11390	854	851	827	537	1022	927	727	1288
	ENSG00000265490	326	7	0	0	1	3	2	1	6
	ENSG00000266171	1714	6	4	9	13	8	7	5	10
	ENSG00000264339	464	0	0	0	0	0	0	0	0
	ENSG00000264635	1605	6	7	12	8	12	17	17	5
RNU1-109P	ENSG00000206687	147	0	0	0	0	0	0	0	0
CLUL1	ENSG00000079101	3846	31	23	24	21	27	25	20	48
LRRC30	ENSG00000206422	956	0	0	0	0	0	0	0	0
GREB1L	ENSG00000141449	11277	4	2	9	6	3	4	2	9
FHOD3	ENSG00000134775	8131	2571	2376	3003	1472	2272	2974	2838	3587
TUBB8B	ENSG00000173213	1860	0	0	0	0	0	2	0	0
AFG3L2	ENSG00000141385	7133	1669	1895	2302	1368	1611	2361	2155	2296
	ENSG00000279637	1945	0	0	0	0	0	0	0	0
	ENSG00000286186	2984	0	0	0	0	0	0	0	0
	ENSG00000275186	568	0	0	0	0	0	0	0	0
	ENSG00000279981	2291	0	0	0	0	0	0	0	0
	ENSG00000279397	260	0	0	0	0	0	0	0	0
	ENSG00000286296	1185	0	0	0	0	0	0	0	0
CTDP1	ENSG00000060069	6196	973	1120	1657	774	917	1544	1559	1340
SETBP1	ENSG00000152217	14344	490	315	346	243	458	306	319	667
NEDD4L	ENSG00000049759	34097	565	432	998	630	471	966	946	733
LONRF2P1	ENSG00000266605	668	0	0	0	0	0	0	0	0
CXADRP3	ENSG00000265766	1955	0	0	0	0	0	0	0	0
GRAMD4P7	ENSG00000266242	1232	0	0	0	0	0	0	0	0
POTEC	ENSG00000183206	7133	0	0	0	0	1	0	1	0
RNU6-1021P	ENSG00000200132	107	0	0	0	0	0	0	0	0
OR4K7P	ENSG00000265340	945	0	0	0	0	0	0	0	0
OR4K8P	ENSG00000266693	1048	0	0	0	0	0	0	0	0
SNX19P3	ENSG00000264570	2975	0	1	2	0	0	2	4	1
VN1R74P	ENSG00000273732	503	0	0	0	0	0	0	0	0
GTF2IP8	ENSG00000276318	584	0	0	0	0	0	0	0	0
RNU6-1210P	ENSG00000200645	107	0	0	0	0	0	0	0	0
	ENSG00000265737	586	0	0	0	0	0	0	0	0
MIR3156-2	ENSG00000265499	77	0	0	0	0	0	0	0	0
LINC01906	ENSG00000265786	499	0	0	0	0	0	0	0	0
FGF7P1	ENSG00000264061	288	0	0	0	0	0	0	0	0
	ENSG00000263618	916	0	0	0	0	0	0	0	0
LINC01443	ENSG00000266554	2842	0	0	0	0	0	0	0	0
LINC01444	ENSG00000264301	1336	0	0	0	0	0	0	0	0
	ENSG00000263821	1101	0	0	0	0	0	0	0	0
	ENSG00000279042	2529	0	0	0	0	0	0	0	0
	ENSG00000266522	1175	0	0	0	0	0	0	0	1
	ENSG00000278923	607	0	0	0	0	0	0	0	0
	ENSG00000263635	467	0	0	0	0	0	0	0	0
	ENSG00000286815	811	0	0	0	0	0	0	0	1
ANKRD30B	ENSG00000180777	6785	0	0	0	0	0	0	0	0
RN7SL862P	ENSG00000242651	298	0	0	0	0	0	0	0	1
	ENSG00000285653	1030	0	0	0	0	0	0	0	0
RNA5SP449	ENSG00000252680	130	0	0	0	0	0	0	0	0
PIGPP4	ENSG00000265564	307	0	0	0	0	0	0	0	0
TXNDC2	ENSG00000168454	3352	7	12	1	1	1	4	3	9
	ENSG00000272799	534	0	1	0	0	0	0	1	0
VAPA	ENSG00000101558	11866	2226	2465	2491	1603	2234	2726	2061	3022
RNA5SP450	ENSG00000223138	102	0	0	0	0	0	0	0	0
PIEZO2	ENSG00000154864	21000	0	0	0	0	0	0	0	0
	ENSG00000228835	1661	19	13	16	14	15	28	9	39
	ENSG00000243355	248	2	0	2	3	1	5	0	1
	ENSG00000263765	1748	0	0	0	0	0	0	0	0
	ENSG00000263450	558	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	4475	7	8	0	0	4	1	2	16
KATNAL2	ENSG00000167216	11174	376	359	466	303	380	481	397	539
MC5R	ENSG00000176136	1906	0	0	0	0	0	0	0	0
	ENSG00000264296	445	1	1	6	0	0	2	1	1
MBD2	ENSG00000134046	5686	1118	1283	1298	849	1271	1220	1205	1487
SNORA37	ENSG00000207233	129	1	0	0	0	0	0	0	0
	ENSG00000277324	1683	7	4	0	5	6	1	6	8
POLI	ENSG00000101751	9358	1118	856	1533	1004	1157	1799	1163	1713
C18ORF54	ENSG00000166845	6175	1080	773	1399	926	904	1421	988	1263
STARD6	ENSG00000174448	2110	11	7	4	4	13	5	5	15
SPIRE1	ENSG00000134278	6505	736	631	1175	636	651	1207	1137	998
MIR924HG	ENSG00000267374	11912	0	0	0	0	0	0	0	2
	ENSG00000289624	1189	0	0	0	0	0	0	0	0
LINC01896	ENSG00000263146	1776	0	0	0	0	0	0	0	0
	ENSG00000227279	644	3	2	8	22	7	19	3	5
DSCAS	ENSG00000265888	1343	0	0	0	0	0	0	0	0
	ENSG00000267069	884	0	0	0	0	0	0	0	0
	ENSG00000265554	1128	0	0	0	0	0	0	0	0
	ENSG00000289064	1605	1	0	3	0	0	0	1	1
	ENSG00000289619	631	0	0	0	0	0	0	0	0
GTSCR1	ENSG00000263417	686	0	0	0	0	2	0	0	2
	ENSG00000283458	615	0	0	0	0	0	0	0	0
	ENSG00000288939	482	1	0	0	1	2	3	6	1
LINC01915	ENSG00000265485	10348	0	0	0	0	0	0	0	0
ZNF271P	ENSG00000257267	7450	970	854	1275	684	916	1251	995	1288
	ENSG00000289061	676	0	0	0	0	0	0	0	0
	ENSG00000289131	1105	0	0	0	0	0	0	0	0
	ENSG00000265179	3902	0	0	0	0	0	0	0	0
	ENSG00000265174	1081	2	3	1	3	0	0	2	5
	ENSG00000267040	2619	77	92	81	53	71	82	64	74
	ENSG00000289550	1426	0	0	0	0	1	0	0	0
LRRC37A7P	ENSG00000265158	2800	38	33	16	12	24	24	14	68
	ENSG00000286642	4644	4	6	0	0	1	1	1	2
MIR3976HG	ENSG00000261738	16331	0	0	0	0	0	0	0	0
LINC01902	ENSG00000283503	13161	10	9	3	1	18	12	7	35
	ENSG00000287611	3446	2	0	0	0	0	0	0	0
	ENSG00000288828	2183	70	54	9	3	55	11	10	61
	ENSG00000267279	1421	12	8	0	0	2	0	3	2
KDSR-DT	ENSG00000267390	820	50	59	151	56	46	114	102	77
TYMSOS	ENSG00000176912	2871	61	87	56	32	62	62	44	99
GACAT2	ENSG00000265962	896	0	2	2	0	1	0	0	0
	ENSG00000289168	1587	0	0	0	0	0	0	0	0
ZNF516-AS1	ENSG00000265778	1576	18	16	35	21	22	53	21	32
	ENSG00000267396	824	0	0	0	0	0	0	0	0
	ENSG00000288917	909	21	12	17	5	10	22	9	30
NETO1-DT	ENSG00000263958	3280	0	0	0	0	0	0	0	0
	ENSG00000266401	1761	1	0	0	0	0	0	0	0
NDUFV2-AS1	ENSG00000266053	1518	19	28	44	26	21	47	55	30
	ENSG00000288800	2079	0	0	0	0	0	0	0	0
	ENSG00000288839	1619	37	23	59	21	23	45	26	28
DLGAP1-AS1	ENSG00000177337	2140	59	36	25	29	55	11	17	64
MIR122HG	ENSG00000267391	5544	2	0	0	0	0	0	0	0
COSMOC	ENSG00000260552	865	3	12	2	2	8	2	1	8
RPL6P27	ENSG00000235552	887	1382	1304	919	610	1020	979	382	1346
	ENSG00000278607	837	0	0	1	0	0	2	0	0
GATA6-AS1	ENSG00000266010	3288	0	0	0	0	0	0	0	0
	ENSG00000285940	7520	7	1	9	7	8	13	14	12
DLGAP1-AS2	ENSG00000262001	3675	43	40	13	14	30	16	10	55
PARD6G-AS1	ENSG00000267270	6179	50	40	89	42	49	99	106	71
SNHG22	ENSG00000267322	2666	5	6	9	12	3	13	6	7
LINC00667	ENSG00000263753	10094	612	637	1019	685	688	1284	956	974
LINC01630	ENSG00000227115	18870	2	0	0	0	2	0	0	8
CASC20	ENSG00000229876	1484	0	0	0	0	0	0	0	0
	ENSG00000260861	1283	0	0	0	0	0	0	0	0
PLCB1-IT1	ENSG00000225479	558	0	0	0	0	0	0	0	1
ADRA1D	ENSG00000171873	3004	0	0	1	1	0	3	1	0
RSPO4	ENSG00000101282	2757	4	2	0	2	5	0	2	4
DEFB129	ENSG00000125903	698	0	0	0	0	0	0	0	0
	ENSG00000231961	332	0	0	0	0	0	0	0	0
ANGPT4	ENSG00000101280	4692	1	1	2	0	0	1	1	3
	ENSG00000282478	295	0	0	0	0	0	0	0	0
	ENSG00000232528	1564	4	2	4	1	3	3	7	7
SIRPG	ENSG00000089012	2242	2	1	0	0	1	0	0	1
	ENSG00000286108	1804	2	0	0	0	0	0	0	1
	ENSG00000276649	1607	3	0	0	0	0	0	0	0
DYNLT3P1	ENSG00000232241	347	0	0	0	0	0	0	0	0
	ENSG00000228809	1700	4	6	4	7	5	3	4	5
SHLD1	ENSG00000171984	2185	74	109	89	48	84	81	64	102
LINC01706	ENSG00000224711	1385	0	0	0	0	0	0	0	0
TMX4	ENSG00000125827	6557	2680	2849	3265	2050	2514	3361	2926	3362
SLX4IP	ENSG00000149346	6486	586	466	696	359	520	764	511	784
CHGB	ENSG00000089199	4447	3184	3575	7021	6076	5488	6506	5925	4255
EEF1A1P34	ENSG00000233324	1267	1	0	2	0	0	0	0	0
DEFB125	ENSG00000178591	1296	0	0	0	0	0	0	0	0
MACROD2-IT1	ENSG00000227927	1004	0	0	0	0	0	0	1	0
	ENSG00000215586	525	0	0	0	0	0	0	0	0
NKX2-2	ENSG00000125820	2123	0	0	0	0	0	0	0	0
ATRN	ENSG00000088812	8771	2535	2034	4621	2717	2232	4786	4109	3517
	ENSG00000270777	460	0	0	0	0	0	0	0	0
BMP2	ENSG00000125845	3545	215	200	103	44	187	89	80	254
	ENSG00000233625	632	0	0	0	0	0	0	0	0
PDYN	ENSG00000101327	3524	0	0	0	0	0	0	0	0
LINC01428	ENSG00000228888	874	0	0	0	0	0	0	0	0
RPLP0P1	ENSG00000226229	361	1	0	1	1	1	0	1	3
LINC00653	ENSG00000273148	1539	15	32	43	45	18	57	36	40
	ENSG00000287754	3571	0	0	0	0	1	0	0	1
FAM110A	ENSG00000125898	2722	226	393	319	135	280	295	259	426
MCM8-AS1	ENSG00000278719	983	4	1	9	2	1	5	3	11
INSM1	ENSG00000173404	2846	1	1	0	0	2	0	0	0
SIRPG-AS1	ENSG00000237914	2965	0	1	0	0	0	0	0	2
	ENSG00000271397	613	0	0	0	0	0	0	0	0
LINC01433	ENSG00000230176	947	3	0	3	1	1	5	2	5
DEFB128	ENSG00000185982	403	0	0	0	0	0	0	0	0
TARDBPP1	ENSG00000233402	1203	1	0	0	0	0	0	0	0
	ENSG00000275632	524	58	87	60	41	69	54	52	75
LINC01713	ENSG00000228482	1337	0	0	0	0	0	0	0	0
	ENSG00000236387	1452	0	0	0	0	0	0	0	0
	ENSG00000236526	1831	24	8	42	21	11	46	13	15
	ENSG00000235036	1369	16	3	11	12	14	15	11	13
	ENSG00000228293	872	3	3	1	1	1	0	2	3
	ENSG00000230990	3334	0	0	0	0	0	0	0	0
	ENSG00000234573	205	0	0	0	0	0	0	0	0
	ENSG00000287213	934	0	2	4	2	1	1	1	3
	ENSG00000286571	1610	0	0	0	0	0	0	0	0
	ENSG00000270838	238	0	0	0	0	0	0	0	0
SMOX	ENSG00000088826	2946	160	206	285	135	209	248	259	293
SCP2D1-AS1	ENSG00000149443	738	2	1	0	0	0	0	0	0
DEFB126	ENSG00000125788	434	0	0	0	0	0	0	0	0
	ENSG00000226644	546	5	12	5	4	6	6	0	7
BTBD3	ENSG00000132640	6228	2520	2608	3098	1976	2458	3383	2859	3730
NKX2-4	ENSG00000125816	1738	0	0	0	0	0	0	0	0
RPL7P2	ENSG00000227663	268	0	0	0	0	0	0	0	0
RPS10P2	ENSG00000213950	494	0	0	0	0	0	0	0	0
EIF4E2P1	ENSG00000213384	255	0	0	0	0	0	0	0	0
TMEM230	ENSG00000089063	3051	3276	3895	5089	3268	3609	5622	4593	4766
PCSK2	ENSG00000125851	7029	18	19	15	11	19	14	8	26
	ENSG00000276768	465	0	0	3	0	1	4	1	1
	ENSG00000225280	1358	0	0	0	0	0	0	0	0
ZNF343	ENSG00000088876	4643	590	500	724	399	558	776	567	863
	ENSG00000277315	288	0	0	0	0	0	0	0	0
PA2G4P2	ENSG00000235698	1200	5	5	0	0	1	3	2	3
	ENSG00000234241	1683	19	17	6	5	11	21	12	15
NKX2-2-AS1	ENSG00000258197	638	0	0	0	0	0	0	0	0
CST8	ENSG00000125815	910	0	0	0	0	0	0	0	0
KANK1P1	ENSG00000215589	1234	1	0	0	1	0	1	1	1
PPIAP2	ENSG00000227379	492	0	0	2	0	0	1	0	0
ISM1	ENSG00000101230	3090	4	0	1	3	6	1	6	0
ABHD12	ENSG00000100997	4479	1188	1553	1977	1044	1274	1994	1856	1586
FLRT3	ENSG00000125848	5191	279	250	766	424	249	807	686	465
CST5	ENSG00000170367	755	0	0	0	0	0	0	0	0
	ENSG00000274414	2335	1	4	4	3	2	1	1	1
	ENSG00000234282	493	0	0	0	0	0	0	0	0
	ENSG00000232271	381	0	0	0	0	0	0	0	0
LINC01726	ENSG00000280350	1253	0	0	0	0	0	0	0	0
	ENSG00000230908	1551	0	0	0	0	0	0	0	0
DEFB123	ENSG00000180424	354	0	0	0	0	0	0	0	0
DZANK1	ENSG00000089091	6619	304	285	477	272	266	595	385	454
	ENSG00000235208	297	0	0	0	0	0	0	0	0
TRMT6	ENSG00000089195	3783	2078	2182	2378	1449	2118	2457	2106	2712
	ENSG00000271426	646	0	0	0	0	0	0	0	0
RPS19P1	ENSG00000214612	434	5	1	3	3	3	4	0	5
	ENSG00000277087	516	0	3	0	0	0	2	0	1
PGAM3P	ENSG00000237256	427	0	0	0	0	0	0	0	0
LINC01752	ENSG00000224961	931	0	0	0	0	0	0	0	0
	ENSG00000274863	998	0	0	0	0	0	0	0	0
	ENSG00000284776	695	0	0	0	0	0	0	0	0
SYNDIG1	ENSG00000101463	2417	0	4	0	0	0	0	0	1
LINC01432	ENSG00000234435	693	0	0	0	0	0	0	0	0
RPS11P1	ENSG00000235544	473	0	0	0	0	0	0	0	0
HAO1	ENSG00000101323	1757	0	0	0	0	0	0	0	0
	ENSG00000287561	715	1	1	0	0	0	2	5	1
SOCS2P1	ENSG00000237662	557	0	0	0	0	0	0	0	0
LINC01751	ENSG00000261249	1770	0	0	0	0	0	0	0	0
	ENSG00000278816	304	7	4	3	1	2	1	4	1
KRT18P3	ENSG00000215553	1288	0	0	0	0	0	0	0	0
	ENSG00000287241	3170	0	0	0	0	0	0	0	1
	ENSG00000277692	682	5	5	9	5	7	5	0	6
XRN2	ENSG00000088930	3408	5809	5976	9027	5848	5781	9658	8064	8159
GPCPD1	ENSG00000125772	7472	300	296	556	344	287	610	547	469
	ENSG00000286022	2857	0	0	0	2	0	1	0	0
SIRPB3P	ENSG00000223750	1216	0	0	0	0	0	0	0	2
	ENSG00000204684	5286	0	0	0	0	0	0	0	0
DTD1-AS1	ENSG00000233993	1695	0	0	0	0	0	2	0	0
	ENSG00000278192	1932	6	6	2	0	7	0	0	9
	ENSG00000233492	2000	0	0	0	0	0	0	0	0
SNRPB2	ENSG00000125870	2608	3358	3729	3404	1972	3252	3516	3032	4107
	ENSG00000230440	271	0	0	0	0	0	0	0	0
LINC01722	ENSG00000233048	3033	0	0	1	1	0	5	1	4
	ENSG00000286087	928	3	1	4	2	3	4	8	1
	ENSG00000236168	150	0	0	0	0	0	0	0	0
DEFB118	ENSG00000131068	1175	0	0	0	0	1	0	0	0
GAPDHP2	ENSG00000236811	998	1	1	2	1	1	4	0	4
PCMTD1P7	ENSG00000282949	357	0	0	0	0	0	0	0	0
CST13P	ENSG00000204663	1157	0	0	0	0	0	0	0	0
	ENSG00000278041	3674	0	1	0	0	1	0	0	2
	ENSG00000229766	5026	0	2	2	4	0	6	3	0
CD93	ENSG00000125810	6681	0	0	0	0	0	0	0	0
HAUS6P2	ENSG00000236121	2404	0	0	0	0	0	0	0	0
EIF4EP1	ENSG00000233578	642	4	1	0	2	1	4	6	1
GINS1	ENSG00000101003	4130	1736	2060	1644	1110	1874	1794	1406	2371
CST7	ENSG00000077984	891	0	2	2	3	3	0	2	1
	ENSG00000230725	5807	0	0	0	0	1	0	0	0
	ENSG00000286311	1479	25	24	31	21	13	28	29	40
RPS3P1	ENSG00000230935	192	0	0	0	0	0	0	0	0
GCNT1P1	ENSG00000236474	1295	9	6	6	3	4	7	7	9
	ENSG00000287569	1452	19	14	27	17	8	7	14	13
